english,korean,kind,category_slug,category_kr,item_slug,poe2db_us,poe2db_kr
[DNT-UNUSED] Axe Slash,[DNT-UNUSED] Axe Slash,gem,Gem,젬,DNT-UNUSED_Axe_Slash,https://poe2db.tw/us/DNT-UNUSED_Axe_Slash,https://poe2db.tw/kr/DNT-UNUSED_Axe_Slash
[DNT-UNUSED] Axe Whirling Slash,[DNT-UNUSED] Axe Whirling Slash,gem,Gem,젬,DNT-UNUSED_Axe_Whirling_Slash,https://poe2db.tw/us/DNT-UNUSED_Axe_Whirling_Slash,https://poe2db.tw/kr/DNT-UNUSED_Axe_Whirling_Slash
[DNT-UNUSED] Claw Rake,[DNT-UNUSED] Claw Rake,gem,Gem,젬,DNT-UNUSED_Claw_Rake,https://poe2db.tw/us/DNT-UNUSED_Claw_Rake,https://poe2db.tw/kr/DNT-UNUSED_Claw_Rake
[DNT-UNUSED] Evasive Strike,[DNT-UNUSED] Evasive Strike,gem,Gem,젬,DNT-UNUSED_Evasive_Strike,https://poe2db.tw/us/DNT-UNUSED_Evasive_Strike,https://poe2db.tw/kr/DNT-UNUSED_Evasive_Strike
[DNT-UNUSED] Iron Grip,[DNT-UNUSED] Iron Grip,gem,Gem,젬,DNT-UNUSED_Iron_Grip,https://poe2db.tw/us/DNT-UNUSED_Iron_Grip,https://poe2db.tw/kr/DNT-UNUSED_Iron_Grip
[DNT-UNUSED] Iron Will,[DNT-UNUSED] Iron Will,gem,Gem,젬,DNT-UNUSED_Iron_Will,https://poe2db.tw/us/DNT-UNUSED_Iron_Will,https://poe2db.tw/kr/DNT-UNUSED_Iron_Will
[DNT-UNUSED] Leaping Axe Catch,[DNT-UNUSED] Leaping Axe Catch,gem,Gem,젬,DNT-UNUSED_Leaping_Axe_Catch,https://poe2db.tw/us/DNT-UNUSED_Leaping_Axe_Catch,https://poe2db.tw/kr/DNT-UNUSED_Leaping_Axe_Catch
[DNT-UNUSED] Spear Vortex,[DNT-UNUSED] Spear Vortex,gem,Gem,젬,DNT-UNUSED_Spear_Vortex,https://poe2db.tw/us/DNT-UNUSED_Spear_Vortex,https://poe2db.tw/kr/DNT-UNUSED_Spear_Vortex
[DNT-UNUSED] Spectral Palm,[DNT-UNUSED] Spectral Palm,gem,Gem,젬,DNT-UNUSED_Spectral_Palm,https://poe2db.tw/us/DNT-UNUSED_Spectral_Palm,https://poe2db.tw/kr/DNT-UNUSED_Spectral_Palm
[DNT-UNUSED] Spinning Throw,[DNT-UNUSED] Spinning Throw,gem,Gem,젬,DNT-UNUSED_Spinning_Throw,https://poe2db.tw/us/DNT-UNUSED_Spinning_Throw,https://poe2db.tw/kr/DNT-UNUSED_Spinning_Throw
[DNT-UNUSED] Spiral Projectiles I,[DNT-UNUSED] Spiral Projectiles I,gem,Gem,젬,DNT-UNUSED_Spiral_Projectiles_I,https://poe2db.tw/us/DNT-UNUSED_Spiral_Projectiles_I,https://poe2db.tw/kr/DNT-UNUSED_Spiral_Projectiles_I
[DNT-UNUSED] Spiral Throw,[DNT-UNUSED] Spiral Throw,gem,Gem,젬,DNT-UNUSED_Spiral_Throw,https://poe2db.tw/us/DNT-UNUSED_Spiral_Throw,https://poe2db.tw/kr/DNT-UNUSED_Spiral_Throw
[DNT-UNUSED] Timerot,[DNT-UNUSED] Timerot,gem,Gem,젬,DNT-UNUSED_Timerot,https://poe2db.tw/us/DNT-UNUSED_Timerot,https://poe2db.tw/kr/DNT-UNUSED_Timerot
[DNT-UNUSED] Titanic Arrows,[DNT-UNUSED] Titanic Arrows,gem,Gem,젬,DNT-UNUSED_Titanic_Arrows,https://poe2db.tw/us/DNT-UNUSED_Titanic_Arrows,https://poe2db.tw/kr/DNT-UNUSED_Titanic_Arrows
[DNT] Crushing Earth,[DNT] Crushing Earth,gem,Gem,젬,DNT_Crushing_Earth,https://poe2db.tw/us/DNT_Crushing_Earth,https://poe2db.tw/kr/DNT_Crushing_Earth
[DNT] Flame Link,[DNT] Flame Link,gem,Gem,젬,DNT_Flame_Link,https://poe2db.tw/us/DNT_Flame_Link,https://poe2db.tw/kr/DNT_Flame_Link
[DNT] From the Grave,[DNT] From the Grave,gem,Gem,젬,DNT_From_the_Grave,https://poe2db.tw/us/DNT_From_the_Grave,https://poe2db.tw/kr/DNT_From_the_Grave
[DNT] Fungal Terrain,[DNT] Fungal Terrain,gem,Gem,젬,DNT_Fungal_Terrain,https://poe2db.tw/us/DNT_Fungal_Terrain,https://poe2db.tw/kr/DNT_Fungal_Terrain
[DNT] Soul Link,[DNT] Soul Link,gem,Gem,젬,DNT_Soul_Link,https://poe2db.tw/us/DNT_Soul_Link,https://poe2db.tw/kr/DNT_Soul_Link
[DNT] Stone Slam Aegis,[DNT] Stone Slam Aegis,gem,Gem,젬,DNT_Stone_Slam_Aegis,https://poe2db.tw/us/DNT_Stone_Slam_Aegis,https://poe2db.tw/kr/DNT_Stone_Slam_Aegis
[DNT] Tangmazu Lineage,[DNT] Tangmazu Lineage,gem,Gem,젬,DNT_Tangmazu_Lineage,https://poe2db.tw/us/DNT_Tangmazu_Lineage,https://poe2db.tw/kr/DNT_Tangmazu_Lineage
[DNT] Tekaru's Snare,[DNT] Tekaru's Snare,gem,Gem,젬,DNT_Tekarus_Snare,https://poe2db.tw/us/DNT_Tekarus_Snare,https://poe2db.tw/kr/DNT_Tekarus_Snare
[DNT] Totemic Aegis,[DNT] Totemic Aegis,gem,Gem,젬,DNT_Totemic_Aegis,https://poe2db.tw/us/DNT_Totemic_Aegis,https://poe2db.tw/kr/DNT_Totemic_Aegis
Absent Amulet,부재 목걸이,item,Amulets,목걸이,Absent_Amulet,https://poe2db.tw/us/Absent_Amulet,https://poe2db.tw/kr/Absent_Amulet
Amber Amulet,호박 목걸이,item,Amulets,목걸이,Amber_Amulet,https://poe2db.tw/us/Amber_Amulet,https://poe2db.tw/kr/Amber_Amulet
Azure Amulet,담청색 목걸이,item,Amulets,목걸이,Azure_Amulet,https://poe2db.tw/us/Azure_Amulet,https://poe2db.tw/kr/Azure_Amulet
Bloodstone Amulet,혈석 목걸이,item,Amulets,목걸이,Bloodstone_Amulet,https://poe2db.tw/us/Bloodstone_Amulet,https://poe2db.tw/kr/Bloodstone_Amulet
Corona Amulet,광환 목걸이,item,Amulets,목걸이,Corona_Amulet,https://poe2db.tw/us/Corona_Amulet,https://poe2db.tw/kr/Corona_Amulet
Crimson Amulet,진홍색 목걸이,item,Amulets,목걸이,Crimson_Amulet,https://poe2db.tw/us/Crimson_Amulet,https://poe2db.tw/kr/Crimson_Amulet
Distorted Amulet,왜곡된 목걸이,item,Amulets,목걸이,Distorted_Amulet,https://poe2db.tw/us/Distorted_Amulet,https://poe2db.tw/kr/Distorted_Amulet
Dusk Amulet,황혼 목걸이,item,Amulets,목걸이,Dusk_Amulet,https://poe2db.tw/us/Dusk_Amulet,https://poe2db.tw/kr/Dusk_Amulet
Gloam Amulet,석양 목걸이,item,Amulets,목걸이,Gloam_Amulet,https://poe2db.tw/us/Gloam_Amulet,https://poe2db.tw/kr/Gloam_Amulet
Gold Amulet,황금 목걸이,item,Amulets,목걸이,Gold_Amulet,https://poe2db.tw/us/Gold_Amulet,https://poe2db.tw/kr/Gold_Amulet
Jade Amulet,비취 목걸이,item,Amulets,목걸이,Jade_Amulet,https://poe2db.tw/us/Jade_Amulet,https://poe2db.tw/kr/Jade_Amulet
Lament Amulet,한탄 목걸이,item,Amulets,목걸이,Lament_Amulet,https://poe2db.tw/us/Lament_Amulet,https://poe2db.tw/kr/Lament_Amulet
Lapis Amulet,청금석 목걸이,item,Amulets,목걸이,Lapis_Amulet,https://poe2db.tw/us/Lapis_Amulet,https://poe2db.tw/kr/Lapis_Amulet
Lunar Amulet,달의 목걸이,item,Amulets,목걸이,Lunar_Amulet,https://poe2db.tw/us/Lunar_Amulet,https://poe2db.tw/kr/Lunar_Amulet
Pearlescent Amulet,진줏빛 목걸이,item,Amulets,목걸이,Pearlescent_Amulet,https://poe2db.tw/us/Pearlescent_Amulet,https://poe2db.tw/kr/Pearlescent_Amulet
Penumbra Amulet,음영 목걸이,item,Amulets,목걸이,Penumbra_Amulet,https://poe2db.tw/us/Penumbra_Amulet,https://poe2db.tw/kr/Penumbra_Amulet
Portent Amulet,전조 목걸이,item,Amulets,목걸이,Portent_Amulet,https://poe2db.tw/us/Portent_Amulet,https://poe2db.tw/kr/Portent_Amulet
Runemastered Veridical Chain,룬숙련 현실 합치 사슬,item,Amulets,목걸이,Runemastered_Veridical_Chain,https://poe2db.tw/us/Runemastered_Veridical_Chain,https://poe2db.tw/kr/Runemastered_Veridical_Chain
Solar Amulet,태양의 목걸이,item,Amulets,목걸이,Solar_Amulet,https://poe2db.tw/us/Solar_Amulet,https://poe2db.tw/kr/Solar_Amulet
Stellar Amulet,별의 목걸이,item,Amulets,목걸이,Stellar_Amulet,https://poe2db.tw/us/Stellar_Amulet,https://poe2db.tw/kr/Stellar_Amulet
Tenebrous Amulet,어둑한 목걸이,item,Amulets,목걸이,Tenebrous_Amulet,https://poe2db.tw/us/Tenebrous_Amulet,https://poe2db.tw/kr/Tenebrous_Amulet
Twisted Amulet,뒤틀린 목걸이,item,Amulets,목걸이,Twisted_Amulet,https://poe2db.tw/us/Twisted_Amulet,https://poe2db.tw/kr/Twisted_Amulet
Veridical Chain,현실 합치 사슬,item,Amulets,목걸이,Veridical_Chain,https://poe2db.tw/us/Veridical_Chain,https://poe2db.tw/kr/Veridical_Chain
Adept Rune,숙달 룬,item,Augment,증강물,Adept_Rune,https://poe2db.tw/us/Adept_Rune,https://poe2db.tw/kr/Adept_Rune
Aldur's Legacy,알두르의 유산,item,Augment,증강물,Aldurs_Legacy,https://poe2db.tw/us/Aldurs_Legacy,https://poe2db.tw/kr/Aldurs_Legacy
Amanamu's Gaze,아마나무의 응시,item,Augment,증강물,Amanamus_Gaze,https://poe2db.tw/us/Amanamus_Gaze,https://poe2db.tw/kr/Amanamus_Gaze
Ancient Rune of Animosity,적대감의 고대 룬,item,Augment,증강물,Ancient_Rune_of_Animosity,https://poe2db.tw/us/Ancient_Rune_of_Animosity,https://poe2db.tw/kr/Ancient_Rune_of_Animosity
Ancient Rune of Control,통제의 고대 룬,item,Augment,증강물,Ancient_Rune_of_Control,https://poe2db.tw/us/Ancient_Rune_of_Control,https://poe2db.tw/kr/Ancient_Rune_of_Control
Ancient Rune of Decay,부패의 고대 룬,item,Augment,증강물,Ancient_Rune_of_Decay,https://poe2db.tw/us/Ancient_Rune_of_Decay,https://poe2db.tw/kr/Ancient_Rune_of_Decay
Ancient Rune of Detonation,기폭의 고대 룬,item,Augment,증강물,Ancient_Rune_of_Detonation,https://poe2db.tw/us/Ancient_Rune_of_Detonation,https://poe2db.tw/kr/Ancient_Rune_of_Detonation
Ancient Rune of Discovery,발견의 고대 룬,item,Augment,증강물,Ancient_Rune_of_Discovery,https://poe2db.tw/us/Ancient_Rune_of_Discovery,https://poe2db.tw/kr/Ancient_Rune_of_Discovery
Ancient Rune of Dueling,결투의 고대 룬,item,Augment,증강물,Ancient_Rune_of_Dueling,https://poe2db.tw/us/Ancient_Rune_of_Dueling,https://poe2db.tw/kr/Ancient_Rune_of_Dueling
Ancient Rune of Prowess,기량의 고대 룬,item,Augment,증강물,Ancient_Rune_of_Prowess,https://poe2db.tw/us/Ancient_Rune_of_Prowess,https://poe2db.tw/kr/Ancient_Rune_of_Prowess
Ancient Rune of Retaliation,보복의 고대 룬,item,Augment,증강물,Ancient_Rune_of_Retaliation,https://poe2db.tw/us/Ancient_Rune_of_Retaliation,https://poe2db.tw/kr/Ancient_Rune_of_Retaliation
Ancient Rune of Shattering,산산조각의 고대 룬,item,Augment,증강물,Ancient_Rune_of_Shattering,https://poe2db.tw/us/Ancient_Rune_of_Shattering,https://poe2db.tw/kr/Ancient_Rune_of_Shattering
Ancient Rune of Splinters,파편의 고대 룬,item,Augment,증강물,Ancient_Rune_of_Splinters,https://poe2db.tw/us/Ancient_Rune_of_Splinters,https://poe2db.tw/kr/Ancient_Rune_of_Splinters
Ancient Rune of Witchcraft,마술의 고대 룬,item,Augment,증강물,Ancient_Rune_of_Witchcraft,https://poe2db.tw/us/Ancient_Rune_of_Witchcraft,https://poe2db.tw/kr/Ancient_Rune_of_Witchcraft
Ancient Rune of the Horde,떼의 고대 룬,item,Augment,증강물,Ancient_Rune_of_the_Horde,https://poe2db.tw/us/Ancient_Rune_of_the_Horde,https://poe2db.tw/kr/Ancient_Rune_of_the_Horde
Ancient Rune of the Titan,거신의 고대 룬,item,Augment,증강물,Ancient_Rune_of_the_Titan,https://poe2db.tw/us/Ancient_Rune_of_the_Titan,https://poe2db.tw/kr/Ancient_Rune_of_the_Titan
Astrid's Creativity,아스트리드의 창의성,item,Augment,증강물,Astrids_Creativity,https://poe2db.tw/us/Astrids_Creativity,https://poe2db.tw/kr/Astrids_Creativity
Atmohua's Soul Core of Retreat,앗모후아의 후퇴의 영혼 핵,item,Augment,증강물,Atmohuas_Soul_Core_of_Retreat,https://poe2db.tw/us/Atmohuas_Soul_Core_of_Retreat,https://poe2db.tw/kr/Atmohuas_Soul_Core_of_Retreat
Bear Idol,곰 우상,item,Augment,증강물,Bear_Idol,https://poe2db.tw/us/Bear_Idol,https://poe2db.tw/kr/Bear_Idol
Betrayal of Aldur,알두르의 배신,item,Augment,증강물,Betrayal_of_Aldur,https://poe2db.tw/us/Betrayal_of_Aldur,https://poe2db.tw/kr/Betrayal_of_Aldur
Boar Idol,멧돼지 우상,item,Augment,증강물,Boar_Idol,https://poe2db.tw/us/Boar_Idol,https://poe2db.tw/kr/Boar_Idol
Body Rune,육신 룬,item,Augment,증강물,Body_Rune,https://poe2db.tw/us/Body_Rune,https://poe2db.tw/kr/Body_Rune
Breath of Aldur,알두르의 숨결,item,Augment,증강물,Breath_of_Aldur,https://poe2db.tw/us/Breath_of_Aldur,https://poe2db.tw/kr/Breath_of_Aldur
Cadigan's Epiphany,캐디건의 통찰,item,Augment,증강물,Cadigans_Epiphany,https://poe2db.tw/us/Cadigans_Epiphany,https://poe2db.tw/kr/Cadigans_Epiphany
Carved Cunning,조각된 교활함,item,Augment,증강물,Carved_Cunning,https://poe2db.tw/us/Carved_Cunning,https://poe2db.tw/kr/Carved_Cunning
Carved Majesty,조각된 위엄,item,Augment,증강물,Carved_Majesty,https://poe2db.tw/us/Carved_Majesty,https://poe2db.tw/kr/Carved_Majesty
Carved Tenacity,조각된 참을성,item,Augment,증강물,Carved_Tenacity,https://poe2db.tw/us/Carved_Tenacity,https://poe2db.tw/kr/Carved_Tenacity
Cat Idol,고양이 우상,item,Augment,증강물,Cat_Idol,https://poe2db.tw/us/Cat_Idol,https://poe2db.tw/kr/Cat_Idol
Charging Rune,충전 룬,item,Augment,증강물,Charging_Rune,https://poe2db.tw/us/Charging_Rune,https://poe2db.tw/kr/Charging_Rune
Cholotl's Soul Core of War,촐로틀의 전쟁의 영혼 핵,item,Augment,증강물,Cholotls_Soul_Core_of_War,https://poe2db.tw/us/Cholotls_Soul_Core_of_War,https://poe2db.tw/kr/Cholotls_Soul_Core_of_War
Citaqualotl's Soul Core of Foulness,시타콰로틀의 부정의 영혼 핵,item,Augment,증강물,Citaqualotls_Soul_Core_of_Foulness,https://poe2db.tw/us/Citaqualotls_Soul_Core_of_Foulness,https://poe2db.tw/kr/Citaqualotls_Soul_Core_of_Foulness
Citaqualotl's Thesis,시타콰로틀의 명제,item,Augment,증강물,Citaqualotls_Thesis,https://poe2db.tw/us/Citaqualotls_Thesis,https://poe2db.tw/kr/Citaqualotls_Thesis
Countess Seske's Rune of Archery,세스케 백작 부인의 궁술의 룬,item,Augment,증강물,Countess_Seskes_Rune_of_Archery,https://poe2db.tw/us/Countess_Seskes_Rune_of_Archery,https://poe2db.tw/kr/Countess_Seskes_Rune_of_Archery
Courtesan Mannan's Rune of Cruelty,매춘부 마난의 잔혹의 룬,item,Augment,증강물,Courtesan_Mannans_Rune_of_Cruelty,https://poe2db.tw/us/Courtesan_Mannans_Rune_of_Cruelty,https://poe2db.tw/kr/Courtesan_Mannans_Rune_of_Cruelty
Craiceann's Rune of Recovery,크라칸의 회복의 룬,item,Augment,증강물,Craiceanns_Rune_of_Recovery,https://poe2db.tw/us/Craiceanns_Rune_of_Recovery,https://poe2db.tw/kr/Craiceanns_Rune_of_Recovery
Craiceann's Rune of Warding,크라칸의 수호의 룬,item,Augment,증강물,Craiceanns_Rune_of_Warding,https://poe2db.tw/us/Craiceanns_Rune_of_Warding,https://poe2db.tw/kr/Craiceanns_Rune_of_Warding
Desert Rune,사막 룬,item,Augment,증강물,Desert_Rune,https://poe2db.tw/us/Desert_Rune,https://poe2db.tw/kr/Desert_Rune
Emergent Instinct,발현된 본능,item,Augment,증강물,Emergent_Instinct,https://poe2db.tw/us/Emergent_Instinct,https://poe2db.tw/kr/Emergent_Instinct
Emergent Possibility,발현된 가능성,item,Augment,증강물,Emergent_Possibility,https://poe2db.tw/us/Emergent_Possibility,https://poe2db.tw/kr/Emergent_Possibility
Emergent Protection,발현된 보호,item,Augment,증강물,Emergent_Protection,https://poe2db.tw/us/Emergent_Protection,https://poe2db.tw/kr/Emergent_Protection
Emergent Vigour,발현된 활력,item,Augment,증강물,Emergent_Vigour,https://poe2db.tw/us/Emergent_Vigour,https://poe2db.tw/kr/Emergent_Vigour
Estazunti's Soul Core of Convalescence,에스타준티의 요양의 영혼 핵,item,Augment,증강물,Estazuntis_Soul_Core_of_Convalescence,https://poe2db.tw/us/Estazuntis_Soul_Core_of_Convalescence,https://poe2db.tw/kr/Estazuntis_Soul_Core_of_Convalescence
Farrul's Rune of Grace,페룰의 은총의 룬,item,Augment,증강물,Farruls_Rune_of_Grace,https://poe2db.tw/us/Farruls_Rune_of_Grace,https://poe2db.tw/kr/Farruls_Rune_of_Grace
Farrul's Rune of the Chase,페룰의 추격의 룬,item,Augment,증강물,Farruls_Rune_of_the_Chase,https://poe2db.tw/us/Farruls_Rune_of_the_Chase,https://poe2db.tw/kr/Farruls_Rune_of_the_Chase
Farrul's Rune of the Hunt,페룰의 사냥의 룬,item,Augment,증강물,Farruls_Rune_of_the_Hunt,https://poe2db.tw/us/Farruls_Rune_of_the_Hunt,https://poe2db.tw/kr/Farruls_Rune_of_the_Hunt
Fenumus' Rune of Agony,페누무스의 괴로움의 룬,item,Augment,증강물,Fenumus_Rune_of_Agony,https://poe2db.tw/us/Fenumus_Rune_of_Agony,https://poe2db.tw/kr/Fenumus_Rune_of_Agony
Fenumus' Rune of Draining,페누무스의 고갈의 룬,item,Augment,증강물,Fenumus_Rune_of_Draining,https://poe2db.tw/us/Fenumus_Rune_of_Draining,https://poe2db.tw/kr/Fenumus_Rune_of_Draining
Fenumus' Rune of Spinning,페누무스의 회전의 룬,item,Augment,증강물,Fenumus_Rune_of_Spinning,https://poe2db.tw/us/Fenumus_Rune_of_Spinning,https://poe2db.tw/kr/Fenumus_Rune_of_Spinning
Fox Idol,여우 우상,item,Augment,증강물,Fox_Idol,https://poe2db.tw/us/Fox_Idol,https://poe2db.tw/kr/Fox_Idol
Glacial Rune,빙하 룬,item,Augment,증강물,Glacial_Rune,https://poe2db.tw/us/Glacial_Rune,https://poe2db.tw/kr/Glacial_Rune
Greater Adept Rune,상위 숙달 룬,item,Augment,증강물,Greater_Adept_Rune,https://poe2db.tw/us/Greater_Adept_Rune,https://poe2db.tw/kr/Greater_Adept_Rune
Greater Body Rune,상위 육신 룬,item,Augment,증강물,Greater_Body_Rune,https://poe2db.tw/us/Greater_Body_Rune,https://poe2db.tw/kr/Greater_Body_Rune
Greater Charging Rune,상위 충전 룬,item,Augment,증강물,Greater_Charging_Rune,https://poe2db.tw/us/Greater_Charging_Rune,https://poe2db.tw/kr/Greater_Charging_Rune
Greater Desert Rune,상위 사막 룬,item,Augment,증강물,Greater_Desert_Rune,https://poe2db.tw/us/Greater_Desert_Rune,https://poe2db.tw/kr/Greater_Desert_Rune
Greater Glacial Rune,상위 빙하 룬,item,Augment,증강물,Greater_Glacial_Rune,https://poe2db.tw/us/Greater_Glacial_Rune,https://poe2db.tw/kr/Greater_Glacial_Rune
Greater Inspiration Rune,상위 영감 룬,item,Augment,증강물,Greater_Inspiration_Rune,https://poe2db.tw/us/Greater_Inspiration_Rune,https://poe2db.tw/kr/Greater_Inspiration_Rune
Greater Iron Rune,상위 철 룬,item,Augment,증강물,Greater_Iron_Rune,https://poe2db.tw/us/Greater_Iron_Rune,https://poe2db.tw/kr/Greater_Iron_Rune
Greater Mind Rune,상위 정신 룬,item,Augment,증강물,Greater_Mind_Rune,https://poe2db.tw/us/Greater_Mind_Rune,https://poe2db.tw/kr/Greater_Mind_Rune
Greater Rebirth Rune,상위 부활 룬,item,Augment,증강물,Greater_Rebirth_Rune,https://poe2db.tw/us/Greater_Rebirth_Rune,https://poe2db.tw/kr/Greater_Rebirth_Rune
Greater Resolve Rune,상위 투지 룬,item,Augment,증강물,Greater_Resolve_Rune,https://poe2db.tw/us/Greater_Resolve_Rune,https://poe2db.tw/kr/Greater_Resolve_Rune
Greater Robust Rune,상위 왕성 룬,item,Augment,증강물,Greater_Robust_Rune,https://poe2db.tw/us/Greater_Robust_Rune,https://poe2db.tw/kr/Greater_Robust_Rune
Greater Rune of Alacrity,기민성의 상위 룬,item,Augment,증강물,Greater_Rune_of_Alacrity,https://poe2db.tw/us/Greater_Rune_of_Alacrity,https://poe2db.tw/kr/Greater_Rune_of_Alacrity
Greater Rune of Leadership,통솔의 상위 룬,item,Augment,증강물,Greater_Rune_of_Leadership,https://poe2db.tw/us/Greater_Rune_of_Leadership,https://poe2db.tw/kr/Greater_Rune_of_Leadership
Greater Rune of Nobility,고결성의 상위 룬,item,Augment,증강물,Greater_Rune_of_Nobility,https://poe2db.tw/us/Greater_Rune_of_Nobility,https://poe2db.tw/kr/Greater_Rune_of_Nobility
Greater Rune of Tithing,십일조의 상위 룬,item,Augment,증강물,Greater_Rune_of_Tithing,https://poe2db.tw/us/Greater_Rune_of_Tithing,https://poe2db.tw/kr/Greater_Rune_of_Tithing
Greater Stone Rune,상위 돌 룬,item,Augment,증강물,Greater_Stone_Rune,https://poe2db.tw/us/Greater_Stone_Rune,https://poe2db.tw/kr/Greater_Stone_Rune
Greater Storm Rune,상위 폭풍 룬,item,Augment,증강물,Greater_Storm_Rune,https://poe2db.tw/us/Greater_Storm_Rune,https://poe2db.tw/kr/Greater_Storm_Rune
Greater Tempered Rune,상위 단조 룬,item,Augment,증강물,Greater_Tempered_Rune,https://poe2db.tw/us/Greater_Tempered_Rune,https://poe2db.tw/kr/Greater_Tempered_Rune
Greater Ward Rune,상위 수호 룬,item,Augment,증강물,Greater_Ward_Rune,https://poe2db.tw/us/Greater_Ward_Rune,https://poe2db.tw/kr/Greater_Ward_Rune
Guatelitzi's Soul Core of Endurance,과텔리치의 인내의 영혼 핵,item,Augment,증강물,Guatelitzis_Soul_Core_of_Endurance,https://poe2db.tw/us/Guatelitzis_Soul_Core_of_Endurance,https://poe2db.tw/kr/Guatelitzis_Soul_Core_of_Endurance
Guatelitzi's Thesis,과텔리치의 명제,item,Augment,증강물,Guatelitzis_Thesis,https://poe2db.tw/us/Guatelitzis_Thesis,https://poe2db.tw/kr/Guatelitzis_Thesis
Hawk Idol,매 우상,item,Augment,증강물,Hawk_Idol,https://poe2db.tw/us/Hawk_Idol,https://poe2db.tw/kr/Hawk_Idol
Hayoxi's Soul Core of Heatproofing,하욕시의 내열의 영혼 핵,item,Augment,증강물,Hayoxis_Soul_Core_of_Heatproofing,https://poe2db.tw/us/Hayoxis_Soul_Core_of_Heatproofing,https://poe2db.tw/kr/Hayoxis_Soul_Core_of_Heatproofing
Hedgewitch Assandra's Rune of Wisdom,산울마녀 아산드라의 지혜의 룬,item,Augment,증강물,Hedgewitch_Assandras_Rune_of_Wisdom,https://poe2db.tw/us/Hedgewitch_Assandras_Rune_of_Wisdom,https://poe2db.tw/kr/Hedgewitch_Assandras_Rune_of_Wisdom
Idol of Alira,알리라의 우상,item,Augment,증강물,Idol_of_Alira,https://poe2db.tw/us/Idol_of_Alira,https://poe2db.tw/kr/Idol_of_Alira
Idol of Eeshta,이쉬타의 우상,item,Augment,증강물,Idol_of_Eeshta,https://poe2db.tw/us/Idol_of_Eeshta,https://poe2db.tw/kr/Idol_of_Eeshta
Idol of Egrin,에그린의 우상,item,Augment,증강물,Idol_of_Egrin,https://poe2db.tw/us/Idol_of_Egrin,https://poe2db.tw/kr/Idol_of_Egrin
Idol of Eramir,에라미어의 우상,item,Augment,증강물,Idol_of_Eramir,https://poe2db.tw/us/Idol_of_Eramir,https://poe2db.tw/kr/Idol_of_Eramir
Idol of Greust,그루스트의 우상,item,Augment,증강물,Idol_of_Greust,https://poe2db.tw/us/Idol_of_Greust,https://poe2db.tw/kr/Idol_of_Greust
Idol of Grold,그롤드의 우상,item,Augment,증강물,Idol_of_Grold,https://poe2db.tw/us/Idol_of_Grold,https://poe2db.tw/kr/Idol_of_Grold
Idol of Kraityn,크레이틴의 우상,item,Augment,증강물,Idol_of_Kraityn,https://poe2db.tw/us/Idol_of_Kraityn,https://poe2db.tw/kr/Idol_of_Kraityn
Idol of Oak,오크의 우상,item,Augment,증강물,Idol_of_Oak,https://poe2db.tw/us/Idol_of_Oak,https://poe2db.tw/kr/Idol_of_Oak
Idol of Ralakesh,랄라케쉬의 우상,item,Augment,증강물,Idol_of_Ralakesh,https://poe2db.tw/us/Idol_of_Ralakesh,https://poe2db.tw/kr/Idol_of_Ralakesh
Idol of Silk,실크의 우상,item,Augment,증강물,Idol_of_Silk,https://poe2db.tw/us/Idol_of_Silk,https://poe2db.tw/kr/Idol_of_Silk
Idol of Sirrius,시리우스의 우상,item,Augment,증강물,Idol_of_Sirrius,https://poe2db.tw/us/Idol_of_Sirrius,https://poe2db.tw/kr/Idol_of_Sirrius
Idol of Thruldana,스룰다나의 우상,item,Augment,증강물,Idol_of_Thruldana,https://poe2db.tw/us/Idol_of_Thruldana,https://poe2db.tw/kr/Idol_of_Thruldana
Idol of Yeena,이이나의 우상,item,Augment,증강물,Idol_of_Yeena,https://poe2db.tw/us/Idol_of_Yeena,https://poe2db.tw/kr/Idol_of_Yeena
Idol of the Martyr,순교자의 우상,item,Augment,증강물,Idol_of_the_Martyr,https://poe2db.tw/us/Idol_of_the_Martyr,https://poe2db.tw/kr/Idol_of_the_Martyr
Idol of the Pharisee,바리새인의 우상,item,Augment,증강물,Idol_of_the_Pharisee,https://poe2db.tw/us/Idol_of_the_Pharisee,https://poe2db.tw/kr/Idol_of_the_Pharisee
Idol of the Sycophant,아첨꾼의 우상,item,Augment,증강물,Idol_of_the_Sycophant,https://poe2db.tw/us/Idol_of_the_Sycophant,https://poe2db.tw/kr/Idol_of_the_Sycophant
